Image,Plot,Date_Index,Date,Variety,Cover,Green_Avg,EXG_Avg_Image,EXGR_Avg_Image,GLI_Avg_Image,VARI_Avg_Image,EXG_Local_Thresh,EXGR_Local_Thresh,GLI_Local_Thresh,VARI_Local_Thresh,EXG_Global_Thresh,EXGR_Global_Thresh,GLI_Global_Thresh,VARI_Global_Thresh,Vegetation_Fraction,Green_Avg_Vegetation,EXG_Avg_Vegetation,EXGR_Avg_Vegetation
202C_20210929,202C,20210929,9/29/2021,Oat,Post,0.363617795,0.090856398,-0.049682795,0.061510012,0.002018487,0.177734375,0.078515625,0.12109375,-0.072265625,0.306640625,0.205078125,0.16015625,-0.08984375,0.27467774680760776,0.43474960728073847,0.3042488218422154,0.2868568668289696
203A_20210929,203A,20210929,9/29/2021,Soy,Under,0.450845041,0.352538137,0.356872171,0.235942849,0.232309628,0.447265625,0.458203125,0.24609375,0.123046875,0.306640625,0.205078125,0.16015625,-0.08984375,0.874954187724239,0.4654078505729411,0.3962235517188222,0.42811506382618947
203B_20210929,203B,20210929,9/29/2021,Soy,Fallow,0.331593326,-0.005214596,-0.192683454,-0.006232512,-0.083134131,-0.267578125,-0.765234375,-0.30859375,-0.263671875,0.306640625,0.205078125,0.16015625,-0.08984375,0.04029189653176961,0.40901180221523264,0.2270354066456989,0.17388763157046702
203C_20210929,203C,20210929,9/29/2021,Soy,Post,0.375001477,0.125006843,-0.001756851,0.085425872,0.026444923,0.177734375,0.078515625,0.12109375,-0.017578125,0.306640625,0.205078125,0.16015625,-0.08984375,0.3790121908876972,0.43273677509713876,0.29821032529141617,0.2675162908870256
204A_20210929,204A,20210929,9/29/2021,Oat,Under,0.43512928,0.305389648,0.257986694,0.20556653,0.152637966,0.318359375,0.226171875,0.19140625,0.056640625,0.306640625,0.205078125,0.16015625,-0.08984375,0.7728573116392115,0.4597418389122991,0.3792255167368973,0.37900435322340564
204B_20210929,204B,20210929,9/29/2021,Oat,Fallow,0.345378184,0.036138167,-0.162947443,0.022871402,-0.081768673,0.189453125,-0.765234375,-0.28515625,-0.21484375,0.306640625,0.205078125,0.16015625,-0.08984375,0.09637697233903013,0.4314310278491268,0.29429308354738043,0.2418263199626452
204C_20210929,204C,20210929,9/29/2021,Oat,Post,0.353489906,0.06047454,-0.122419395,0.040327916,-0.053902359,0.154296875,0.015234375,0.09765625,-0.171875,0.306640625,0.205078125,0.16015625,-0.08984375,0.18339618456078083,0.4248392926023779,0.27451787780713327,0.22477107784822753
205A_20210929,205A,20210929,9/29/2021,Oat,Under,0.430032331,0.290100611,0.227314781,0.193918984,0.126166612,0.341796875,0.247265625,0.19921875,0.05078125,0.306640625,0.205078125,0.16015625,-0.08984375,0.7148396811465607,0.4627311385843534,0.38819341575306004,0.38619081677710015
205B_20210929,205B,20210929,9/29/2021,Oat,Fallow,0.333324159,-2.27e-05,-0.207017725,-0.002801782,-0.101545675,-0.267578125,-0.765234375,-0.29296875,-0.255859375,0.306640625,0.205078125,0.16015625,-0.08984375,0.029937116623587053,0.4185755952369972,0.2557267857109921,0.1929654544530463
205C_20210929,205C,20210929,9/29/2021,Oat,Post,0.37086274,0.112592439,-0.03472901,0.076154227,-0.002011571,0.201171875,0.099609375,0.12890625,0.033203125,0.306640625,0.205078125,0.16015625,-0.08984375,0.311498760657382,0.4389629301268611,0.31688879038058265,0.2879787411330953
206A_20210929,206A,20210929,9/29/2021,Oat,Under,0.482603128,0.447813603,0.465988098,0.290510774,0.222670612,0.552734375,0.605859375,0.31640625,0.208984375,0.306640625,0.205078125,0.16015625,-0.08984375,0.8977596591566683,0.4973844354820761,0.49215330644622785,0.53750011688251
206B_20210929,206B,20210929,9/29/2021,Oat,Fallow,0.341111874,0.02334165,-0.177601187,0.014060498,-0.087883143,-0.255859375,-0.765234375,-0.29296875,-0.275390625,0.306640625,0.205078125,0.16015625,-0.08984375,0.06522944716639019,0.425307184198738,0.2759215525962138,0.2105681950972404
206C_20210929,206C,20210929,9/29/2021,Oat,Post,0.3636129,0.090840507,-0.076375296,0.061560625,-0.02966234,0.166015625,0.036328125,0.10546875,-0.052734375,0.306640625,0.205078125,0.16015625,-0.08984375,0.26918931561282355,0.42656219570226367,0.2796865871067908,0.22384259214381969
207A_20210929,207A,20210929,9/29/2021,Oat,Under,0.438177254,0.314539599,0.265629261,0.207144665,0.140818025,0.400390625,0.373828125,0.23046875,0.1015625,0.306640625,0.205078125,0.16015625,-0.08984375,0.7219863961652714,0.4739678410010737,0.4219035230032222,0.43713318201327117
207B_20210929,207B,20210929,9/29/2021,Oat,Fallow,0.336513068,0.009547039,-0.213641415,0.002117382,-0.110931213,-0.279296875,-0.807421875,-0.30859375,-0.2734375,0.306640625,0.205078125,0.16015625,-0.08984375,0.06440603178889703,0.43235031012726244,0.2970509303817877,0.238692396936324
207C_20210929,207C,20210929,9/29/2021,Oat,Post,0.35854875,0.075652277,-0.121460468,0.048989601,-0.061042718,0.189453125,-0.701953125,-0.26171875,-0.1953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.21952217796381313,0.4354479417903965,0.3063438253711897,0.25240637464731946
208A_20210929,208A,20210929,9/29/2021,Oat,Under,0.466277746,0.398848912,0.3930158,0.259205617,0.194501617,0.494140625,0.521484375,0.28515625,0.09765625,0.306640625,0.205078125,0.16015625,-0.08984375,0.8305946433393774,0.4906229074413601,0.4718687223240809,0.5111675489818771
208B_20210929,208B,20210929,9/29/2021,Oat,Fallow,0.349527129,0.048583195,-0.142840336,0.032073408,-0.071803115,0.154296875,-0.638671875,0.09765625,-0.16796875,0.306640625,0.205078125,0.16015625,-0.08984375,0.14003667393233285,0.42387379409672093,0.2716213822901633,0.2080747927845795
208C_20210929,208C,20210929,9/29/2021,Oat,Post,0.361424528,0.084295888,-0.088117029,0.054499611,-0.033544158,0.201171875,-0.680859375,0.11328125,-0.060546875,0.306640625,0.205078125,0.16015625,-0.08984375,0.271480532193974,0.4323366706242343,0.29701001187270415,0.2561361611978102
209A_20210929,209A,20210929,9/29/2021,Oat,Under,0.450722222,0.352179929,0.337954594,0.229416486,0.185902404,0.435546875,0.458203125,0.24609375,0.10546875,0.306640625,0.205078125,0.16015625,-0.08984375,0.7778104625593149,0.48290773568573986,0.4487232070572192,0.4909450335265743
209B_20210929,209B,20210929,9/29/2021,Oat,Fallow,0.344577731,0.033754894,-0.171799198,0.019066806,-0.084365584,-0.255859375,-0.786328125,-0.30078125,-0.251953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.13285198294818873,0.4283975810519284,0.2851927431557856,0.2353058793765503
209C_20210929,209C,20210929,9/29/2021,Oat,Post,0.36969072,0.109080598,-0.058340519,0.071439842,-0.024548597,0.224609375,0.099609375,0.13671875,-0.14453125,0.306640625,0.205078125,0.16015625,-0.08984375,0.3005429960263879,0.4465830240645227,0.3397490721935681,0.31155277418802196
210A_20210929,210A,20210929,9/29/2021,Oat,Under,0.465650246,0.396959779,0.417336588,0.261202109,0.243888041,0.822265625,1.154296875,0.38671875,0.130859375,0.306640625,0.205078125,0.16015625,-0.08984375,0.9233837911346013,0.4752316607910849,0.42569498237325476,0.4650199720445941
210B_20210929,210B,20210929,9/29/2021,Oat,Fallow,0.342112461,0.026337987,-0.176427322,0.016962761,-0.09062408,-0.173828125,-0.659765625,-0.25390625,-0.208007813,0.306640625,0.205078125,0.16015625,-0.08984375,0.07981462906523668,0.4084724121257942,0.22541723637738334,0.14803316901178665
210C_20210929,210C,20210929,9/29/2021,Oat,Post,0.35734118,0.072030775,-0.096463929,0.048366776,-0.033945702,0.177734375,0.057421875,0.11328125,-0.0390625,0.306640625,0.205078125,0.16015625,-0.08984375,0.21312111801242237,0.42971622034117535,0.28914866102352677,0.24724838800077223
301A_20210929,301A,20210929,9/29/2021,Oat,Post,0.363060343,0.08918344,-0.073006311,0.06046447,-0.025200471,0.177734375,0.057421875,0.11328125,-0.05078125,0.306640625,0.205078125,0.16015625,-0.08984375,0.24951475155279504,0.43505541210179066,0.30516623630537104,0.2645252901476591
301B_20210929,301B,20210929,9/29/2021,Oat,Fallow,0.334327735,0.002986218,-0.205965807,0.000187204,-0.108060117,-0.150390625,-0.659765625,-0.26171875,-0.23828125,0.306640625,0.205078125,0.16015625,-0.08984375,0.03414521526947263,0.403532320789364,0.21059696236809133,0.12534449071224205
301C_20210929,301C,20210929,9/29/2021,Oat,Under,0.366733147,0.100200647,-0.066287003,0.066761124,-0.033316534,0.166015625,0.036328125,0.10546875,-0.0234375,0.306640625,0.205078125,0.16015625,-0.08984375,0.31411849947918674,0.4406078073087755,0.32182342192632646,0.289342307239182
302A_20210929,302A,20210929,9/29/2021,Oat,Post,0.367109539,0.101330425,-0.039234303,0.069281666,0.003698546,0.177734375,0.078515625,0.11328125,-0.041015625,0.306640625,0.205078125,0.16015625,-0.08984375,0.30471854384475905,0.4309736332744194,0.2929208998232573,0.2598565860256528
302B_20210929,302B,20210929,9/29/2021,Oat,Fallow,0.347643379,0.042931341,-0.148044055,0.029016121,-0.073486036,0.166015625,-0.638671875,0.10546875,-0.1953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.09864226881678947,0.4277297366174563,0.2831892098523681,0.22202447237933293
302C_20210929,302C,20210929,9/29/2021,Oat,Under,0.42971424,0.289143323,0.248561974,0.195055328,0.161516492,0.259765625,0.183984375,0.16796875,0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375,0.7433885652559701,0.458252743745218,0.3747582312356538,0.3840875805866741
303A_20210929,303A,20210929,9/29/2021,Soy,Post,0.347475413,0.042428046,-0.111443652,0.029214566,-0.02540881,0.119140625,0.015234375,0.08203125,-0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375,0.16326470332934687,0.41111064253532537,0.2333319276059761,0.1932846232408203
303B_20210929,303B,20210929,9/29/2021,Soy,Fallow,0.343738614,0.031216444,-0.137354585,0.021603461,-0.048785938,0.072265625,-0.090234375,0.05078125,-0.109375,0.306640625,0.205078125,0.16015625,-0.08984375,0.12195107248948729,0.3970372727238618,0.1911118181715855,0.11289105589683568
303C_20210929,303C,20210929,9/29/2021,Soy,Under,0.414123537,0.242377242,0.191455324,0.163662671,0.151498598,0.224609375,0.141796875,0.14453125,0.112304688,0.306640625,0.205078125,0.16015625,-0.08984375,0.6772513116777902,0.44875098835905536,0.34625296507716546,0.3601354804997372
304A_20210929,304A,20210929,9/29/2021,Oat,Post,0.361497132,0.084491998,-0.065543145,0.058009945,-0.009794944,0.154296875,0.036328125,0.10546875,-0.017578125,0.306640625,0.205078125,0.16015625,-0.08984375,0.2637472994869025,0.4269712945492407,0.28091388364772163,0.24806892789646603
304B_20210929,304B,20210929,9/29/2021,Oat,Fallow,0.343348986,0.03004756,-0.14825577,0.02003503,-0.062281251,0.130859375,-0.005859375,0.08203125,-0.150390625,0.306640625,0.205078125,0.16015625,-0.08984375,0.10555811407738899,0.4155187481395927,0.24655624441877894,0.19220246854585268
304C_20210929,304C,20210929,9/29/2021,Oat,Under,0.400221668,0.200665003,0.116460488,0.137395356,0.097857812,0.212890625,0.120703125,0.13671875,-0.052734375,0.306640625,0.205078125,0.16015625,-0.08984375,0.5533116247444158,0.4447458867455433,0.3342376602366293,0.3279565955720752
305A_20210929,305A,20210929,9/29/2021,Oat,Post,0.354641897,0.063931719,-0.100109615,0.043716392,-0.029802241,0.142578125,0.015234375,0.09765625,-0.01953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.20629569171714054,0.4188907953344478,0.25667238600334413,0.21242863303399054
305B_20210929,305B,20210929,9/29/2021,Oat,Fallow,0.341759516,0.025280958,-0.153502224,0.016633308,-0.062585718,0.130859375,-0.638671875,0.08203125,-0.134765625,0.306640625,0.205078125,0.16015625,-0.08984375,0.08796439180587169,0.4146284188387648,0.24388525651629472,0.19502023176948477
305C_20210929,305C,20210929,9/29/2021,Oat,Under,0.435332728,0.306001198,0.289218045,0.206446045,0.205503256,0.271484375,0.205078125,0.16796875,0.115234375,0.306640625,0.205078125,0.16015625,-0.08984375,0.8003639664750588,0.45757574196408163,0.372727225892244,0.39805930549571494
306A_20210929,306A,20210929,9/29/2021,Oat,Post,0.349070553,0.047213469,-0.115581958,0.031036551,-0.035556239,0.142578125,0.015234375,0.08984375,-0.1484375,0.306640625,0.205078125,0.16015625,-0.08984375,0.18824384668801358,0.4213753024226008,0.2641259072678034,0.230703497992757
306B_20210929,306B,20210929,9/29/2021,Oat,Fallow,0.337313163,0.011941901,-0.184197961,0.006045314,-0.091329809,0.154296875,-0.680859375,-0.26953125,-0.19140625,0.306640625,0.205078125,0.16015625,-0.08984375,0.06923681570927047,0.421995233878532,0.2659857016355965,0.2154148605701339
306C_20210929,306C,20210929,9/29/2021,Oat,Under,0.399301309,0.197905134,0.113472541,0.134219652,0.096158482,0.212890625,0.120703125,0.13671875,0.080566406,0.306640625,0.205078125,0.16015625,-0.08984375,0.5276501195941514,0.4498191264595837,0.34945737937875154,0.35764658835750907
307A_20210929,307A,20210929,9/29/2021,Oat,Post,0.351740952,0.055225267,-0.107822074,0.037793956,-0.033517152,0.142578125,0.036328125,0.09765625,-0.123046875,0.306640625,0.205078125,0.16015625,-0.08984375,0.172314436171444,0.42283892876049717,0.26851678628149084,0.23145036326387758
307B_20210929,307B,20210929,9/29/2021,Oat,Fallow,0.33640848,0.009230866,-0.168692325,0.005216525,-0.068229211,0.142578125,-0.617578125,-0.26171875,-0.138671875,0.306640625,0.205078125,0.16015625,-0.08984375,0.04786237510126924,0.412799031548568,0.23839709464570358,0.19745117552837724
307C_20210929,307C,20210929,9/29/2021,Oat,Under,0.444942073,0.334829232,0.334596926,0.224698214,0.227632006,0.728515625,1.048828125,0.19921875,0.11328125,0.306640625,0.205078125,0.16015625,-0.08984375,0.8490304675745535,0.4624796241961653,0.38743887258849663,0.419624639149451
308A_20210929,308A,20210929,9/29/2021,Oat,Post,0.36057523,0.081726896,-0.075369583,0.05620921,-0.021884986,0.166015625,0.057421875,0.11328125,0.001953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.23944509278191428,0.4289675825675838,0.2869027477027514,0.24627946757353997
308B_20210929,308B,20210929,9/29/2021,Oat,Fallow,0.342225379,0.026679152,-0.160202626,0.018012076,-0.072168191,0.048828125,-0.617578125,-0.26171875,-0.202148438,0.306640625,0.205078125,0.16015625,-0.08984375,0.07941196327302187,0.40101215478403646,0.20303646435211004,0.12461238319929391
308C_20210929,308C,20210929,9/29/2021,Oat,Under,0.414686145,0.24406145,0.187214065,0.165713716,0.142647078,0.236328125,0.162890625,0.15234375,0.068359375,0.306640625,0.205078125,0.16015625,-0.08984375,0.6750149492689326,0.4483960650887163,0.3451881952661495,0.3512275392124269
309A_20210929,309A,20210929,9/29/2021,Oat,Post,0.36777339,0.103320773,-0.036397011,0.071278578,0.007698798,0.166015625,0.057421875,0.11328125,0.040364583,0.306640625,0.205078125,0.16015625,-0.08984375,0.30505731356814936,0.4300140135640247,0.29004204069207423,0.260746315062598
309B_20210929,309B,20210929,9/29/2021,Oat,Fallow,0.339051963,0.017157698,-0.164130207,0.01082031,-0.068077529,0.095703125,-0.659765625,-0.27734375,-0.12890625,0.306640625,0.205078125,0.16015625,-0.08984375,0.07338403225184213,0.40543799207875875,0.21631397623627613,0.15867600273881166
309C_20210929,309C,20210929,9/29/2021,Oat,Under,0.415257758,0.245777495,0.189887906,0.16754373,0.146950089,0.224609375,0.141796875,0.14453125,0.103515625,0.306640625,0.205078125,0.16015625,-0.08984375,0.6830622371822075,0.4468771875336575,0.34063156260097166,0.3445569318285095
310A_20210929,310A,20210929,9/29/2021,Oat,Post,0.35520357,0.065610711,-0.100502847,0.045416846,-0.036471859,0.154296875,0.036328125,0.09765625,-0.01953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.1949860875352031,0.4227834294804223,0.26835028844126596,0.2246815326921732
310B_20210929,310B,20210929,9/29/2021,Oat,Fallow,0.337950364,0.013853504,-0.177023337,0.008612614,-0.081323407,0.107421875,-0.638671875,-0.26171875,-0.1484375,0.306640625,0.205078125,0.16015625,-0.08984375,0.04950980864935766,0.41057459206740676,0.23172377620222076,0.1737592200169315
310C_20210929,310C,20210929,9/29/2021,Oat,Under,0.383096863,0.149292397,0.039093365,0.101461283,0.05595436,0.189453125,0.099609375,0.12109375,0.044921875,0.306640625,0.205078125,0.16015625,-0.08984375,0.42979931812044286,0.443041808463687,0.32912542539106077,0.3275824490544115
401A_20210929,401A,20210929,9/29/2021,Oat,Under,0.446009283,0.338031464,0.32578668,0.226820692,0.204614526,0.412109375,0.247265625,0.19140625,0.103515625,0.306640625,0.205078125,0.16015625,-0.08984375,0.837710013116778,0.46469754161156385,0.39409262483469176,0.41587421472516156
401B_20210929,401B,20210929,9/29/2021,Oat,Fallow,0.348342307,0.04502873,-0.129052908,0.030271738,-0.051555483,0.142578125,0.015234375,0.09765625,-0.048828125,0.306640625,0.205078125,0.16015625,-0.08984375,0.14546542861000733,0.42128392526149383,0.2638517757844814,0.21693811096029664
401C_20210929,401C,20210929,9/29/2021,Oat,Post,0.349173531,0.047522403,-0.128022003,0.032572142,-0.051312889,0.142578125,0.015234375,0.08984375,-0.064453125,0.306640625,0.205078125,0.16015625,-0.08984375,0.14188483758342657,0.4170161385439088,0.2510484156317261,0.20159603654903635
402A_20210929,402A,20210929,9/29/2021,Oat,Under,0.43023617,0.290712729,0.26319671,0.196758007,0.187695799,0.248046875,0.183984375,0.16015625,0.1171875,0.306640625,0.205078125,0.16015625,-0.08984375,0.7741870732224837,0.4548443635543413,0.36453309066302414,0.3817360216355171
402B_20210929,402B,20210929,9/29/2021,Oat,Fallow,0.340686482,0.022064269,-0.149646841,0.013197277,-0.054505943,0.177734375,-0.765234375,-0.30859375,-0.107421875,0.306640625,0.205078125,0.16015625,-0.08984375,0.09349984086262104,0.42311863998424454,0.2693559199527338,0.2359598849433012
402C_20210929,402C,20210929,9/29/2021,Oat,Post,0.351588611,0.054779096,-0.111865437,0.036820847,-0.035486021,0.142578125,0.015234375,0.08984375,-0.081054688,0.306640625,0.205078125,0.16015625,-0.08984375,0.18796113672312026,0.417786796587406,0.2533603897622178,0.21305825779859847
403A_20210929,403A,20210929,9/29/2021,Oat,Under,0.420548455,0.261653803,0.219518463,0.176708703,0.16507846,0.224609375,0.141796875,0.14453125,0.0625,0.306640625,0.205078125,0.16015625,-0.08984375,0.7211244020292427,0.45117259510549973,0.3535177853164993,0.3663570983305647
403B_20210929,403B,20210929,9/29/2021,Oat,Fallow,0.339817208,0.019458256,-0.16161659,0.012174641,-0.065736542,-0.232421875,-0.723046875,-0.28515625,-0.232421875,0.306640625,0.205078125,0.16015625,-0.08984375,0.0839636539871147,0.39744079366225543,0.19232238098676602,0.13452957849344924
403C_20210929,403C,20210929,9/29/2021,Oat,Post,0.354873721,0.064622368,-0.098672674,0.044033151,-0.030164402,0.142578125,0.015234375,0.08984375,-0.2265625,0.306640625,0.205078125,0.16015625,-0.08984375,0.21140918560240732,0.41717554570957643,0.25152663712872975,0.2031617665875317
404A_20210929,404A,20210929,9/29/2021,Soy,Under,0.431159621,0.293484289,0.254588078,0.196284002,0.159964709,0.283203125,0.205078125,0.17578125,0.0390625,0.306640625,0.205078125,0.16015625,-0.08984375,0.72184654816558,0.46435104701188074,0.39305314103564193,0.41168140706401285
404B_20210929,404B,20210929,9/29/2021,Soy,Fallow,0.352654617,0.057969276,-0.099858501,0.039082037,-0.027611541,0.142578125,0.036328125,0.08984375,-0.083984375,0.306640625,0.205078125,0.16015625,-0.08984375,0.2016770909687126,0.4209500914328902,0.2628502742986711,0.2231660468316477
404C_20210929,404C,20210929,9/29/2021,Soy,Post,0.354135354,0.062410885,-0.096926614,0.042508139,-0.026776902,0.142578125,0.015234375,0.08984375,-0.046875,0.306640625,0.205078125,0.16015625,-0.08984375,0.21206140773889895,0.4196636289129779,0.25899088673893234,0.22039390277127507
405A_20210929,405A,20210929,9/29/2021,Oat,Under,0.405337015,0.216014662,0.12585244,0.145329544,0.088351797,0.248046875,0.141796875,0.15234375,0.0546875,0.306640625,0.205078125,0.16015625,-0.08984375,0.5861077890513483,0.4503606635799902,0.351081990739971,0.34200832396813563
405B_20210929,405B,20210929,9/29/2021,Oat,Fallow,0.348874441,0.046634173,-0.119316435,0.029415095,-0.030514358,0.119140625,-0.680859375,0.07421875,-0.08203125,0.306640625,0.205078125,0.16015625,-0.08984375,0.21768305620925119,0.4142085803652762,0.24262574109582838,0.22010609491020242
405C_20210929,405C,20210929,9/29/2021,Oat,Post,0.343183308,0.029555951,-0.148784463,0.018223346,-0.059478263,0.130859375,-0.659765625,0.08203125,-0.158203125,0.306640625,0.205078125,0.16015625,-0.08984375,0.1425436904440415,0.4168707203869893,0.25061216116096763,0.20907542506369195
406A_20210929,406A,20210929,9/29/2021,Oat,Under,0.457146375,0.371443343,0.346461804,0.243729731,0.170722185,0.435546875,0.416015625,0.24609375,0.09765625,0.306640625,0.205078125,0.16015625,-0.08984375,0.7988184049612284,0.48484943137601483,0.4545482941280456,0.47960260948885414
406B_20210929,406B,20210929,9/29/2021,Oat,Fallow,0.342620248,0.02787702,-0.179628254,0.015285523,-0.08973834,0.201171875,-0.807421875,-0.30859375,-0.21484375,0.306640625,0.205078125,0.16015625,-0.08984375,0.10184189460283168,0.4366497395051817,0.3099492185155441,0.25808280915724174
406C_20210929,406C,20210929,9/29/2021,Oat,Post,0.393906162,0.181737775,0.068488969,0.121110439,0.06197522,0.271484375,0.099609375,0.13671875,0.056640625,0.306640625,0.205078125,0.16015625,-0.08984375,0.527382479456811,0.4421693257176794,0.32650797715303836,0.31401041755127324
407A_20210929,407A,20210929,9/29/2021,Oat,Under,0.432281706,0.296854762,0.229380531,0.194133976,0.111468844,0.365234375,0.310546875,0.20703125,0.0703125,0.306640625,0.205078125,0.16015625,-0.08984375,0.6406792513791906,0.48237405753271057,0.447122172598132,0.4665066026739907
407B_20210929,407B,20210929,9/29/2021,Oat,Fallow,0.347941921,0.043834804,-0.153837485,0.025639794,-0.073061908,0.201171875,-0.765234375,-0.28515625,-0.177734375,0.306640625,0.205078125,0.16015625,-0.08984375,0.16211939643532272,0.43659754059605665,0.3097926217881702,0.2756578841391214
407C_20210929,407C,20210929,9/29/2021,Oat,Post,0.361036193,0.083114606,-0.089156561,0.054736746,-0.038226695,0.189453125,0.057421875,0.11328125,-0.052734375,0.306640625,0.205078125,0.16015625,-0.08984375,0.24171400601828633,0.43533447555144156,0.3060034266543244,0.26209653843538405
408A_20210929,408A,20210929,9/29/2021,Oat,Under,0.439530409,0.318599668,0.27121786,0.209881671,0.143703612,0.388671875,0.352734375,0.22265625,0.083984375,0.306640625,0.205078125,0.16015625,-0.08984375,0.7316473612129162,0.4744810926186487,0.42344327785594604,0.43895941553785456
408B_20210929,408B,20210929,9/29/2021,Oat,Fallow,0.33670673,0.010132246,-0.21219117,0.0019921,-0.110534114,-0.291015625,-0.870703125,-0.32421875,-0.359375,0.306640625,0.205078125,0.16015625,-0.08984375,0.06723373423093244,0.4295553304610263,0.28866599138307925,0.21692309829137182
408C_20210929,408C,20210929,9/29/2021,Oat,Post,0.366427208,0.099294282,-0.066394307,0.065454996,-0.024314654,0.212890625,0.078515625,0.12890625,-0.017578125,0.306640625,0.205078125,0.16015625,-0.08984375,0.2935186480074071,0.43637129190316076,0.30911387570948134,0.27097742005342473
409A_20210929,409A,20210929,9/29/2021,Oat,Under,0.452093256,0.356290015,0.342714205,0.234513045,0.192156637,0.458984375,0.479296875,0.26171875,0.16015625,0.306640625,0.205078125,0.16015625,-0.08984375,0.8171409040932063,0.47574671944586955,0.4272401583376083,0.45629760127751745
409B_20210929,409B,20210929,9/29/2021,Oat,Fallow,0.353138527,0.059428842,-0.108210563,0.038154266,-0.039080169,0.212890625,0.099609375,0.12109375,-0.12109375,0.306640625,0.205078125,0.16015625,-0.08984375,0.1876181474480151,0.4345549271656058,0.30366478149681714,0.27555427814689537
409C_20210929,409C,20210929,9/29/2021,Oat,Post,0.369341366,0.10802892,-0.038224088,0.071805173,-0.000567483,0.212890625,0.078515625,0.12890625,-0.01953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.3315573039234597,0.43586109256310035,0.30758327768930155,0.2747011554724851
410A_20210929,410A,20210929,9/29/2021,Oat,Under,0.426846816,0.280544065,0.224866905,0.188244213,0.140252034,0.412109375,0.268359375,0.19921875,0.072265625,0.306640625,0.205078125,0.16015625,-0.08984375,0.7623771507657884,0.4515652581244144,0.35469577437324323,0.34770146671802277
410B_20210929,410B,20210929,9/29/2021,Oat,Fallow,0.344305012,0.032916243,-0.154922662,0.0216411,-0.072029551,0.177734375,-0.701953125,-0.27734375,-0.107421875,0.306640625,0.205078125,0.16015625,-0.08984375,0.08079175668376992,0.42256429785315447,0.26769289355946363,0.20671788847941375
410C_20210929,410C,20210929,9/29/2021,Oat,Post,0.352358097,0.057086348,-0.114247607,0.036748379,-0.044223321,0.201171875,0.078515625,0.11328125,-0.07421875,0.306640625,0.205078125,0.16015625,-0.08984375,0.18549269896994713,0.4352533885191042,0.3057601655573128,0.2774394888031452
101A_20211005,101A,20211005,10/5/2021,Oat,Fallow,0.343096105,0.02935221,-0.211852772,0.009333187,-0.120044851,-0.291015625,-0.891796875,-0.33984375,-0.453125,0.306640625,0.205078125,0.16015625,-0.08984375,0.15488286524439643,0.4535201326318333,0.36056039789550004,0.3082347991596817
101B_20211005,101B,20211005,10/5/2021,Oat,Post,0.386033364,0.158187496,0.006475334,0.096514949,-0.002818619,0.330078125,0.205078125,0.16796875,-0.162109375,0.306640625,0.205078125,0.16015625,-0.08984375,0.3982081372246441,0.47554263668922886,0.42662791006768674,0.42809888212613756
101C_20211005,101C,20211005,10/5/2021,Oat,Under,0.45286435,0.358634038,0.335451053,0.227129973,0.166619683,0.517578125,0.563671875,0.27734375,0.033203125,0.306640625,0.205078125,0.16015625,-0.08984375,0.7241654932294279,0.4976678201678861,0.4930034605036579,0.5499324491257498
102A_20211005,102A,20211005,10/5/2021,Oat,Fallow,0.333794016,0.001447753,-0.259448844,-0.011955455,-0.143990323,-0.314453125,-0.912890625,-0.34765625,-0.376953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.12260871976389799,0.45132001824043033,0.35396005472129083,0.3077259136131749
102B_20211005,102B,20211005,10/5/2021,Oat,Post,0.368993405,0.107051345,-0.081255454,0.062931902,-0.045903117,0.294921875,-0.744140625,-0.28515625,-0.3359375,0.306640625,0.205078125,0.16015625,-0.08984375,0.2974325836194591,0.46683012295529136,0.40049036886587447,0.3901485314134171
102C_20211005,102C,20211005,10/5/2021,Oat,Under,0.466626444,0.399932377,0.402317991,0.251211835,0.196523509,0.576171875,0.669140625,0.30078125,0.158203125,0.306640625,0.205078125,0.16015625,-0.08984375,0.7618683933876008,0.5083141400221527,0.5249424200664587,0.6032882136479648
103A_20211005,103A,20211005,10/5/2021,Oat,Fallow,0.359692984,0.079168166,-0.118380749,0.044252323,-0.061827966,0.482421875,-0.807421875,-0.30859375,-0.279296875,0.306640625,0.205078125,0.16015625,-0.08984375,0.2601052235639057,0.450140046739592,0.35042014021877577,0.3135491789662816
103B_20211005,103B,20211005,10/5/2021,Oat,Post,0.381169042,0.143572227,-0.015847763,0.088592451,-0.008508521,0.318359375,0.183984375,0.16015625,-0.205078125,0.306640625,0.205078125,0.16015625,-0.08984375,0.3660394805370163,0.4683613683024676,0.40508410490740354,0.40749549300065774
103C_20211005,103C,20211005,10/5/2021,Oat,Under,0.466060558,0.398233513,0.396972412,0.252793639,0.201130416,0.611328125,0.753515625,0.30078125,0.142578125,0.306640625,0.205078125,0.16015625,-0.08984375,0.8107916843485976,0.49695248328397623,0.49085744985192964,0.5508534183017734
