Image,Plot,Date_Index,Date,Variety,Cover,Mean_Green
108A_20211025,108A,20211025,10/25/2021,Oat,Fallow,0.32442207296213366
108B_20211025,108B,20211025,10/25/2021,Oat,Post,0.37979729550587055
108C_20211025,108C,20211025,10/25/2021,Oat,Under,0.4318498538847479
109A_20211025,109A,20211025,10/25/2021,Oat,Fallow,0.33903963938826254
109B_20211025,109B,20211025,10/25/2021,Oat,Post,0.37998398240848685
109C_20211025,109C,20211025,10/25/2021,Oat,Under,0.5013496208485431
110A_20211025,110A,20211025,10/25/2021,Oat,Fallow,0.3374120917464303
110B_20211025,110B,20211025,10/25/2021,Oat,Post,0.40182394088888057
110C_20211025,110C,20211025,10/25/2021,Oat,Under,0.4436357740282024
201A_20211025,201A,20211025,10/25/2021,Oat,Under,0.457393834225382
201B_20211025,201B,20211025,10/25/2021,Oat,Fallow,0.3335644854070827
201C_20211025,201C,20211025,10/25/2021,Oat,Post,0.4010987596214267
202A_20211025,202A,20211025,10/25/2021,Oat,Under,0.5030651880528813
202B_20211025,202B,20211025,10/25/2021,Oat,Fallow,0.35674558509886833
202C_20211025,202C,20211025,10/25/2021,Oat,Post,0.3883754604837241
203A_20211025,203A,20211025,10/25/2021,Soy,Under,0.47950371254397
203B_20211025,203B,20211025,10/25/2021,Soy,Fallow,0.3150219912299419
203C_20211025,203C,20211025,10/25/2021,Soy,Post,0.35807695951391394
204A_20211025,204A,20211025,10/25/2021,Oat,Under,0.45075441327893745
204B_20211025,204B,20211025,10/25/2021,Oat,Fallow,0.3258017043236545
204C_20211025,204C,20211025,10/25/2021,Oat,Post,0.4065536097606657
205A_20211025,205A,20211025,10/25/2021,Oat,Under,0.4220480651554403
205B_20211025,205B,20211025,10/25/2021,Oat,Fallow,0.3383541779489894
205C_20211025,205C,20211025,10/25/2021,Oat,Post,0.4057581851182934
206A_20211025,206A,20211025,10/25/2021,Oat,Under,0.4874615973704606
206B_20211025,206B,20211025,10/25/2021,Oat,Fallow,0.34516282195741727
206C_20211025,206C,20211025,10/25/2021,Oat,Post,0.4122597943644918
207A_20211025,207A,20211025,10/25/2021,Oat,Under,0.46425765497173915
207B_20211025,207B,20211025,10/25/2021,Oat,Fallow,0.32131409190821175
207C_20211025,207C,20211025,10/25/2021,Oat,Post,0.37622522886437915
208A_20211025,208A,20211025,10/25/2021,Oat,Under,0.48875177426954197
208B_20211025,208B,20211025,10/25/2021,Oat,Fallow,0.3580448506490714
208C_20211025,208C,20211025,10/25/2021,Oat,Post,0.40243657101232266
209A_20211025,209A,20211025,10/25/2021,Oat,Under,0.44228217602510406
209B_20211025,209B,20211025,10/25/2021,Oat,Fallow,0.3466641228200836
209C_20211025,209C,20211025,10/25/2021,Oat,Post,0.40874104348328155
210A_20211025,210A,20211025,10/25/2021,Oat,Under,0.4637196532395565
210B_20211025,210B,20211025,10/25/2021,Oat,Fallow,0.33559533036250716
210C_20211025,210C,20211025,10/25/2021,Oat,Post,0.3976943803827602
301A_20211025,301A,20211025,10/25/2021,Oat,Post,0.3644938873752512
301B_20211025,301B,20211025,10/25/2021,Oat,Fallow,0.33580281406881984
301C_20211025,301C,20211025,10/25/2021,Oat,Under,0.44055636728180303
302A_20211025,302A,20211025,10/25/2021,Oat,Post,0.39066173983584845
302B_20211025,302B,20211025,10/25/2021,Oat,Fallow,0.33798209848415284
302C_20211025,302C,20211025,10/25/2021,Oat,Under,0.4311702770985535
303A_20211025,303A,20211025,10/25/2021,Soy,Post,0.35754895928786795
303B_20211025,303B,20211025,10/25/2021,Soy,Fallow,0.33085572487649123
303C_20211025,303C,20211025,10/25/2021,Soy,Under,0.4793115843977152
304A_20211025,304A,20211025,10/25/2021,Oat,Post,0.3810767713534782
304B_20211025,304B,20211025,10/25/2021,Oat,Fallow,0.3295816392833592
304C_20211025,304C,20211025,10/25/2021,Oat,Under,0.41834712300137983
305A_20211025,305A,20211025,10/25/2021,Oat,Post,0.4022197586245027
305B_20211025,305B,20211025,10/25/2021,Oat,Fallow,0.3299237570901341
305C_20211025,305C,20211025,10/25/2021,Oat,Under,0.4914781263091306
306A_20211025,306A,20211025,10/25/2021,Oat,Post,0.40944114473618237
306B_20211025,306B,20211025,10/25/2021,Oat,Fallow,0.3434888872544603
306C_20211025,306C,20211025,10/25/2021,Oat,Under,0.49153385886398215
307A_20211025,307A,20211025,10/25/2021,Oat,Post,0.4214482532317851
307B_20211025,307B,20211025,10/25/2021,Oat,Fallow,0.31673720778713865
307C_20211025,307C,20211025,10/25/2021,Oat,Under,0.48784678046417157
308A_20211025,308A,20211025,10/25/2021,Oat,Post,0.37857435555203633
308B_20211025,308B,20211025,10/25/2021,Oat,Fallow,0.3467750918541349
308C_20211025,308C,20211025,10/25/2021,Oat,Under,0.42313055915736597
309A_20211025,309A,20211025,10/25/2021,Oat,Post,0.3862176709992653
309B_20211025,309B,20211025,10/25/2021,Oat,Fallow,0.34562639369288656
309C_20211025,309C,20211025,10/25/2021,Oat,Under,0.4771442758152279
310A_20211025,310A,20211025,10/25/2021,Oat,Post,0.3566631393768155
310B_20211025,310B,20211025,10/25/2021,Oat,Fallow,0.3536453446344982
310C_20211025,310C,20211025,10/25/2021,Oat,Under,0.44246519151983865
401A_20211025,401A,20211025,10/25/2021,Oat,Under,0.4839806974123107
401B_20211025,401B,20211025,10/25/2021,Oat,Fallow,0.348654086645705
401C_20211025,401C,20211025,10/25/2021,Oat,Post,0.4282763780640345
402A_20211025,402A,20211025,10/25/2021,Oat,Under,0.5042180410599423
402B_20211025,402B,20211025,10/25/2021,Oat,Fallow,0.37493957773195763
402C_20211025,402C,20211025,10/25/2021,Oat,Post,0.3982979414599746
403A_20211025,403A,20211025,10/25/2021,Oat,Under,0.5098447895572463
403B_20211025,403B,20211025,10/25/2021,Oat,Fallow,0.35493780757528337
403C_20211025,403C,20211025,10/25/2021,Oat,Post,0.3827078437824845
404A_20211025,404A,20211025,10/25/2021,Soy,Under,0.43312041885700225
404B_20211025,404B,20211025,10/25/2021,Soy,Fallow,0.32084680755747236
404C_20211025,404C,20211025,10/25/2021,Soy,Post,0.3759871705049891
405A_20211025,405A,20211025,10/25/2021,Oat,Under,0.46114650009750513
405B_20211025,405B,20211025,10/25/2021,Oat,Fallow,0.3548072329117923
405C_20211025,405C,20211025,10/25/2021,Oat,Post,0.3964680003310401
406A_20211025,406A,20211025,10/25/2021,Oat,Under,0.46478356163593765
406B_20211025,406B,20211025,10/25/2021,Oat,Fallow,0.33265203597808185
406C_20211025,406C,20211025,10/25/2021,Oat,Post,0.3946171458429965
407A_20211025,407A,20211025,10/25/2021,Oat,Under,0.4754735151539619
407B_20211025,407B,20211025,10/25/2021,Oat,Fallow,0.32844177850206147
407C_20211025,407C,20211025,10/25/2021,Oat,Post,0.39055026539060195
408A_20211025,408A,20211025,10/25/2021,Oat,Under,0.45990052034400225
408B_20211025,408B,20211025,10/25/2021,Oat,Fallow,0.3386409620741377
408C_20211025,408C,20211025,10/25/2021,Oat,Post,0.4169286108556112
409A_20211025,409A,20211025,10/25/2021,Oat,Under,0.4746575172251112
409B_20211025,409B,20211025,10/25/2021,Oat,Fallow,0.3249566420217051
409C_20211025,409C,20211025,10/25/2021,Oat,Post,0.40334463377042507
410A_20211025,410A,20211025,10/25/2021,Oat,Under,0.48696990936691253
410B_20211025,410B,20211025,10/25/2021,Oat,Fallow,0.33620646674541915
410C_20211025,410C,20211025,10/25/2021,Oat,Post,0.3892585104172284
