Image,Plot,Date_Index,Date,Variety,Cover,Green_Avg,EXG_Avg_Image,EXGR_Avg_Image,GLI_Avg_Image,VARI_Avg_Image,EXG_Local_Thresh,EXGR_Local_Thresh,GLI_Local_Thresh,VARI_Local_Thresh,EXG_Global_Thresh,EXGR_Global_Thresh,GLI_Global_Thresh,VARI_Global_Thresh
101C_20210909,101C,20210909,9/9/2021,Oat,Under,0.386464362,0.15942865,0.018745932,0.101632587,0.017377002,0.271484375,0.162890625,0.16015625,-0.15625,0.306640625,0.205078125,0.16015625,-0.08984375
102A_20210909,102A,20210909,9/9/2021,Oat,Fallow,0.344762681,0.034322402,-0.183240197,0.018220405,-0.097015163,-0.267578125,-0.828515625,-0.31640625,-0.2109375,0.306640625,0.205078125,0.16015625,-0.08984375
102B_20210909,102B,20210909,9/9/2021,Oat,Post,0.334798943,0.004440229,-0.229559401,-0.004610919,-0.117267033,-0.302734375,-0.891796875,-0.33203125,-0.44140625,0.306640625,0.205078125,0.16015625,-0.08984375
102C_20210909,102C,20210909,9/9/2021,Oat,Under,0.371745009,0.115267577,-0.048529416,0.072321457,-0.01818177,0.259765625,0.141796875,0.14453125,-0.025390625,0.306640625,0.205078125,0.16015625,-0.08984375
103A_20210909,103A,20210909,9/9/2021,Oat,Fallow,0.350475888,0.051466244,-0.158679882,0.030260644,-0.07512978,-0.267578125,-0.828515625,-0.30859375,-0.3125,0.306640625,0.205078125,0.16015625,-0.08984375
103B_20210909,103B,20210909,9/9/2021,Oat,Post,0.340036566,0.020153702,-0.199264526,0.007986045,-0.096514416,-0.291015625,-0.849609375,-0.32421875,-0.400390625,0.306640625,0.205078125,0.16015625,-0.08984375
103C_20210909,103C,20210909,9/9/2021,Oat,Under,0.366495003,0.09950912,-0.059461301,0.064463789,-0.017929791,0.248046875,0.141796875,0.14453125,-0.103515625,0.306640625,0.205078125,0.16015625,-0.08984375
104A_20210909,104A,20210909,9/9/2021,Oat,Fallow,0.338030757,0.014129041,-0.205632808,0.004808626,-0.107033564,-0.291015625,-0.849609375,-0.32421875,-0.318359375,0.306640625,0.205078125,0.16015625,-0.08984375
104B_20210909,104B,20210909,9/9/2021,Oat,Post,0.335648035,0.006966407,-0.226547289,-0.001405548,-0.120849011,-0.302734375,-0.870703125,-0.33203125,-0.4140625,0.306640625,0.205078125,0.16015625,-0.08984375
104C_20210909,104C,20210909,9/9/2021,Oat,Under,0.389521587,0.168596106,0.04479093,0.10773765,0.036535822,0.306640625,0.226171875,0.16796875,0.013671875,0.306640625,0.205078125,0.16015625,-0.08984375
105A_20210909,105A,20210909,9/9/2021,Oat,Fallow,0.338524872,0.015612591,-0.199476121,0.005303315,-0.099825372,-0.314453125,-0.870703125,-0.33984375,-0.37890625,0.306640625,0.205078125,0.16015625,-0.08984375
105B_20210909,105B,20210909,9/9/2021,Oat,Post,0.339315342,0.017983399,-0.205259863,0.007595019,-0.106308106,-0.302734375,-0.870703125,-0.33203125,-0.27734375,0.306640625,0.205078125,0.16015625,-0.08984375
105C_20210909,105C,20210909,9/9/2021,Oat,Under,0.390280598,0.170890018,0.047081674,0.110091468,0.04065766,0.306640625,0.226171875,0.16796875,-0.005859375,0.306640625,0.205078125,0.16015625,-0.08984375
106A_20210909,106A,20210909,9/9/2021,Soy,Fallow,0.331688198,-0.004882962,-0.208182323,-0.009666926,-0.080111561,-0.314453125,-0.870703125,-0.34765625,-0.154296875,0.306640625,0.205078125,0.16015625,-0.08984375
106B_20210909,106B,20210909,9/9/2021,Soy,Post,0.338185997,0.014629724,-0.188360427,0.004756027,-0.082698204,-0.291015625,-0.828515625,-0.32421875,-0.283203125,0.306640625,0.205078125,0.16015625,-0.08984375
106C_20210909,106C,20210909,9/9/2021,Soy,Under,0.358458738,0.075423233,-0.108547321,0.045645334,-0.045858852,0.224609375,-0.744140625,-0.27734375,-0.25390625,0.306640625,0.205078125,0.16015625,-0.08984375
107A_20210909,107A,20210909,9/9/2021,Oat,Fallow,0.332898513,-0.001265279,-0.241291742,-0.007214153,-0.131715503,-0.279296875,-0.849609375,-0.32421875,-0.349609375,0.306640625,0.205078125,0.16015625,-0.08984375
107B_20210909,107B,20210909,9/9/2021,Oat,Post,0.347895374,0.043711438,-0.158523705,0.026825866,-0.078956295,0.177734375,-0.807421875,-0.31640625,-0.197265625,0.306640625,0.205078125,0.16015625,-0.08984375
107C_20210909,107C,20210909,9/9/2021,Oat,Under,0.374174346,0.122538109,-0.033112441,0.080973717,-0.008637792,0.271484375,0.162890625,0.15234375,-0.07421875,0.306640625,0.205078125,0.16015625,-0.08984375
108A_20210909,108A,20210909,9/9/2021,Oat,Fallow,0.34767076,0.043035789,-0.168465853,0.025603791,-0.088747999,-0.244140625,-0.786328125,-0.30078125,-0.2734375,0.306640625,0.205078125,0.16015625,-0.08984375
108B_20210909,108B,20210909,9/9/2021,Oat,Post,0.345868144,0.037623722,-0.187573354,0.021399156,-0.09702819,-0.279296875,-0.849609375,-0.31640625,-0.189453125,0.306640625,0.205078125,0.16015625,-0.08984375
108C_20210909,108C,20210909,9/9/2021,Oat,Under,0.372643514,0.117971531,-0.045289166,0.076423475,-0.016484653,0.271484375,0.162890625,0.15234375,-0.025390625,0.306640625,0.205078125,0.16015625,-0.08984375
109A_20210909,109A,20210909,9/9/2021,Oat,Fallow,0.337206779,0.011642641,-0.198601445,0.004297586,-0.101403616,-0.279296875,-0.807421875,-0.31640625,-0.236328125,0.306640625,0.205078125,0.16015625,-0.08984375
109B_20210909,109B,20210909,9/9/2021,Oat,Post,0.345588123,0.036789084,-0.176196453,0.021342508,-0.089188554,-0.267578125,-0.807421875,-0.30078125,-0.3359375,0.306640625,0.205078125,0.16015625,-0.08984375
109C_20210909,109C,20210909,9/9/2021,Oat,Under,0.388510084,0.165544117,0.04511376,0.110322916,0.042062916,0.294921875,0.226171875,0.16796875,-0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375
110A_20210909,110A,20210909,9/9/2021,Oat,Fallow,0.336530042,0.009607003,-0.201276653,0.002925206,-0.102643128,-0.291015625,-0.828515625,-0.32421875,-0.3125,0.306640625,0.205078125,0.16015625,-0.08984375
110B_20210909,110B,20210909,9/9/2021,Oat,Post,0.350632471,0.051921524,-0.152329653,0.030205837,-0.074644084,0.224609375,-0.765234375,-0.29296875,-0.25390625,0.306640625,0.205078125,0.16015625,-0.08984375
110C_20210909,110C,20210909,9/9/2021,Oat,Under,0.385407294,0.156242981,0.02624917,0.102102797,0.025340277,0.271484375,0.183984375,0.16015625,-0.07421875,0.306640625,0.205078125,0.16015625,-0.08984375
201A_20210909,201A,20210909,9/9/2021,Oat,Under,0.399835411,0.199538182,0.07868762,0.130326098,0.044788911,0.294921875,0.205078125,0.17578125,-0.048828125,0.306640625,0.205078125,0.16015625,-0.08984375
201B_20210909,201B,20210909,9/9/2021,Oat,Fallow,0.34518998,0.035596462,-0.160031127,0.020539136,-0.076604482,0.294921875,-0.807421875,-0.31640625,-0.23828125,0.306640625,0.205078125,0.16015625,-0.08984375
201C_20210909,201C,20210909,9/9/2021,Oat,Post,0.344442311,0.033354662,-0.169023178,0.019014066,-0.082751524,-0.267578125,-0.807421875,-0.30859375,-0.33203125,0.306640625,0.205078125,0.16015625,-0.08984375
202A_20210909,202A,20210909,9/9/2021,Oat,Under,0.431640314,0.294937819,0.230937755,0.194091235,0.123456944,0.365234375,0.310546875,0.21484375,0.076171875,0.306640625,0.205078125,0.16015625,-0.08984375
202B_20210909,202B,20210909,9/9/2021,Oat,Fallow,0.340399149,0.021235424,-0.199280431,0.009675074,-0.097432147,-0.291015625,-0.849609375,-0.32421875,-0.228515625,0.306640625,0.205078125,0.16015625,-0.08984375
202C_20210909,202C,20210909,9/9/2021,Oat,Post,0.354968353,0.064957502,-0.121395977,0.038757965,-0.052944693,0.224609375,-0.765234375,-0.29296875,-0.146484375,0.306640625,0.205078125,0.16015625,-0.08984375
203A_20210909,203A,20210909,9/9/2021,Soy,Under,0.379470264,0.138432494,-0.007985404,0.091070841,0.0020638,0.306640625,0.226171875,0.15234375,-0.052734375,0.306640625,0.205078125,0.16015625,-0.08984375
203B_20210909,203B,20210909,9/9/2021,Soy,Fallow,0.332510225,-0.002433761,-0.211794208,-0.006003604,-0.102319565,-0.314453125,-0.870703125,-0.33984375,-0.349609375,0.306640625,0.205078125,0.16015625,-0.08984375
203C_20210909,203C,20210909,9/9/2021,Soy,Post,0.336267898,0.008832025,-0.204969245,0.001499039,-0.10234717,-0.302734375,-0.849609375,-0.33203125,-0.234375,0.306640625,0.205078125,0.16015625,-0.08984375
204A_20210909,204A,20210909,9/9/2021,Oat,Under,0.398746882,0.196261744,0.072132279,0.130678439,0.042185175,0.283203125,0.183984375,0.16796875,-0.005859375,0.306640625,0.205078125,0.16015625,-0.08984375
204B_20210909,204B,20210909,9/9/2021,Oat,Fallow,0.343110395,0.02934927,-0.187897568,0.017384274,-0.097522451,-0.291015625,-0.828515625,-0.32421875,-0.330078125,0.306640625,0.205078125,0.16015625,-0.08984375
204C_20210909,204C,20210909,9/9/2021,Oat,Post,0.34907743,0.0472558,-0.156404909,0.029397702,-0.079331305,0.166015625,-0.807421875,-0.30859375,-0.220703125,0.306640625,0.205078125,0.16015625,-0.08984375
205A_20210909,205A,20210909,9/9/2021,Oat,Under,0.364381683,0.093157708,-0.081090733,0.062039168,-0.035691672,0.212890625,0.078515625,0.12890625,-0.0546875,0.306640625,0.205078125,0.16015625,-0.08984375
205B_20210909,205B,20210909,9/9/2021,Oat,Fallow,0.349905877,0.049731496,-0.148129732,0.032118356,-0.072458235,0.177734375,-0.786328125,-0.30078125,-0.3515625,0.306640625,0.205078125,0.16015625,-0.08984375
205C_20210909,205C,20210909,9/9/2021,Oat,Post,0.33970029,0.01913101,-0.191209643,0.009764839,-0.095120491,-0.291015625,-0.828515625,-0.32421875,-0.3125,0.306640625,0.205078125,0.16015625,-0.08984375
206A_20210909,206A,20210909,9/9/2021,Oat,Under,0.407372581,0.222150896,0.127700296,0.147708134,0.082888886,0.318359375,0.247265625,0.18359375,0.0859375,0.306640625,0.205078125,0.16015625,-0.08984375
206B_20210909,206B,20210909,9/9/2021,Oat,Fallow,0.343342403,0.030050718,-0.174572593,0.018373885,-0.085938243,-0.279296875,-0.807421875,-0.31640625,-0.228515625,0.306640625,0.205078125,0.16015625,-0.08984375
206C_20210909,206C,20210909,9/9/2021,Oat,Post,0.340566169,0.0217184,-0.185451401,0.011625344,-0.091037497,-0.279296875,-0.807421875,-0.31640625,-0.271484375,0.306640625,0.205078125,0.16015625,-0.08984375
207A_20210909,207A,20210909,9/9/2021,Oat,Under,0.375978006,0.127964157,-0.014912014,0.085289834,0.01137231,0.224609375,0.120703125,0.13671875,-0.10546875,0.306640625,0.205078125,0.16015625,-0.08984375
207B_20210909,207B,20210909,9/9/2021,Oat,Fallow,0.345027673,0.035110746,-0.172311226,0.0202318,-0.081798853,-0.279296875,-0.828515625,-0.31640625,-0.3125,0.306640625,0.205078125,0.16015625,-0.08984375
207C_20210909,207C,20210909,9/9/2021,Oat,Post,0.342840072,0.028544329,-0.182013487,0.0160423,-0.092619864,-0.279296875,-0.807421875,-0.31640625,-0.3359375,0.306640625,0.205078125,0.16015625,-0.08984375
208A_20210909,208A,20210909,9/9/2021,Oat,Under,0.377415808,0.132269125,-0.007986569,0.087155191,0.011682363,0.236328125,0.141796875,0.14453125,0.005859375,0.306640625,0.205078125,0.16015625,-0.08984375
208B_20210909,208B,20210909,9/9/2021,Oat,Fallow,0.341388342,0.024183712,-0.188413857,0.013162657,-0.094736262,-0.291015625,-0.828515625,-0.31640625,-0.328125,0.306640625,0.205078125,0.16015625,-0.08984375
208C_20210909,208C,20210909,9/9/2021,Oat,Post,0.345167861,0.035524077,-0.169059299,0.020807459,-0.084937363,-0.267578125,-0.807421875,-0.30859375,-0.302734375,0.306640625,0.205078125,0.16015625,-0.08984375
209A_20210909,209A,20210909,9/9/2021,Oat,Under,0.399395285,0.198205144,0.086759061,0.132160393,0.05836897,0.294921875,0.205078125,0.17578125,0.00390625,0.306640625,0.205078125,0.16015625,-0.08984375
209B_20210909,209B,20210909,9/9/2021,Oat,Fallow,0.389471966,0.168423735,-0.002409451,0.113680523,-0.013987541,0.212890625,0.015234375,0.12890625,-0.124023438,0.306640625,0.205078125,0.16015625,-0.08984375
209C_20210909,209C,20210909,9/9/2021,Oat,Post,0.360274409,0.080846735,-0.113515043,0.053602613,-0.058534423,0.166015625,-0.744140625,-0.28515625,-0.158203125,0.306640625,0.205078125,0.16015625,-0.08984375
210A_20210909,210A,20210909,9/9/2021,Oat,Under,0.384732533,0.154237382,0.037584904,0.102938648,0.045105717,0.248046875,0.183984375,0.15234375,0.02734375,0.306640625,0.205078125,0.16015625,-0.08984375
210B_20210909,210B,20210909,9/9/2021,Oat,Fallow,0.349939691,0.049845597,-0.147117496,0.032100841,-0.068680215,-0.279296875,-0.807421875,-0.31640625,-0.228515625,0.306640625,0.205078125,0.16015625,-0.08984375
210C_20210909,210C,20210909,9/9/2021,Oat,Post,0.340148706,0.020474451,-0.192590412,0.010129848,-0.090350772,-0.302734375,-0.849609375,-0.32421875,-0.26953125,0.306640625,0.205078125,0.16015625,-0.08984375
301A_20210909,301A,20210909,9/9/2021,Oat,Post,0.347315752,0.041990053,-0.172030474,0.022374238,-0.082966434,-0.279296875,-0.828515625,-0.31640625,-0.337890625,0.306640625,0.205078125,0.16015625,-0.08984375
301B_20210909,301B,20210909,9/9/2021,Oat,Fallow,0.342217752,0.026671338,-0.20244162,0.01195949,-0.109364061,-0.291015625,-0.870703125,-0.32421875,-0.34765625,0.306640625,0.205078125,0.16015625,-0.08984375
301C_20210909,301C,20210909,9/9/2021,Oat,Under,0.406730514,0.220235545,0.115830271,0.142531214,0.066956304,0.330078125,0.247265625,0.19140625,0.046875,0.306640625,0.205078125,0.16015625,-0.08984375
302A_20210909,302A,20210909,9/9/2021,Oat,Post,0.339230116,0.017742188,-0.210960715,0.005061675,-0.110543872,-0.279296875,-0.849609375,-0.32421875,-0.345703125,0.306640625,0.205078125,0.16015625,-0.08984375
302B_20210909,302B,20210909,9/9/2021,Oat,Fallow,0.334808707,0.004456864,-0.234365439,-0.003332555,-0.122199544,-0.291015625,-0.870703125,-0.32421875,-0.404296875,0.306640625,0.205078125,0.16015625,-0.08984375
302C_20210909,302C,20210909,9/9/2021,Oat,Under,0.403879137,0.21167358,0.106118809,0.137086546,0.063868429,0.330078125,0.268359375,0.19140625,0.015625,0.306640625,0.205078125,0.16015625,-0.08984375
303A_20210909,303A,20210909,9/9/2021,Soy,Post,0.338888057,0.016712394,-0.180117861,0.006825775,-0.07796971,-0.302734375,-0.849609375,-0.33203125,-0.44140625,0.306640625,0.205078125,0.16015625,-0.08984375
303B_20210909,303B,20210909,9/9/2021,Soy,Fallow,0.354768966,0.064379835,-0.101942147,0.039680671,-0.022653759,0.189453125,-0.744140625,0.10546875,-0.181640625,0.306640625,0.205078125,0.16015625,-0.08984375
303C_20210909,303C,20210909,9/9/2021,Soy,Under,0.405193502,0.21561125,0.116063434,0.138517594,0.065699986,0.541015625,0.690234375,0.23828125,-0.013671875,0.306640625,0.205078125,0.16015625,-0.08984375
304A_20210909,304A,20210909,9/9/2021,Oat,Post,0.345406711,0.036249067,-0.182041745,0.018908991,-0.095858201,-0.279296875,-0.849609375,-0.31640625,-0.31640625,0.306640625,0.205078125,0.16015625,-0.08984375
304B_20210909,304B,20210909,9/9/2021,Oat,Fallow,0.344366029,0.033136064,-0.185455183,0.016912895,-0.096828099,-0.267578125,-0.807421875,-0.30859375,-0.337890625,0.306640625,0.205078125,0.16015625,-0.08984375
304C_20210909,304C,20210909,9/9/2021,Oat,Under,0.39948599,0.198507399,0.081385935,0.12828741,0.04798408,0.330078125,0.247265625,0.18359375,-0.515625,0.306640625,0.205078125,0.16015625,-0.08984375
305A_20210909,305A,20210909,9/9/2021,Oat,Post,0.344703582,0.034140886,-0.177959197,0.017986683,-0.091571033,0.271484375,-0.849609375,-0.32421875,-0.19921875,0.306640625,0.205078125,0.16015625,-0.08984375
305B_20210909,305B,20210909,9/9/2021,Oat,Fallow,0.341258402,0.023811373,-0.181126971,0.010773046,-0.08866207,0.318359375,-0.849609375,-0.32421875,-0.337890625,0.306640625,0.205078125,0.16015625,-0.08984375
305C_20210909,305C,20210909,9/9/2021,Oat,Under,0.408457274,0.225391715,0.129297224,0.143920451,0.072515071,0.353515625,0.289453125,0.19921875,0.01171875,0.306640625,0.205078125,0.16015625,-0.08984375
306A_20210909,306A,20210909,9/9/2021,Oat,Post,0.332956952,-0.001094785,-0.230163816,-0.007279777,-0.121875333,-0.314453125,-0.891796875,-0.34765625,-0.46484375,0.306640625,0.205078125,0.16015625,-0.08984375
306B_20210909,306B,20210909,9/9/2021,Oat,Fallow,0.334354173,0.00309507,-0.227644345,-0.004802974,-0.120510611,-0.314453125,-0.891796875,-0.34765625,-0.294921875,0.306640625,0.205078125,0.16015625,-0.08984375
306C_20210909,306C,20210909,9/9/2021,Oat,Under,0.385600772,0.156838482,0.028117735,0.102644728,0.02922867,0.283203125,0.205078125,0.16796875,-0.021484375,0.306640625,0.205078125,0.16015625,-0.08984375
307A_20210909,307A,20210909,9/9/2021,Oat,Post,0.34220241,0.026630137,-0.202967929,0.013388783,-0.109055487,-0.291015625,-0.849609375,-0.32421875,-0.30078125,0.306640625,0.205078125,0.16015625,-0.08984375
307B_20210909,307B,20210909,9/9/2021,Oat,Fallow,0.333027035,-0.000849573,-0.222531761,-0.008316671,-0.109051209,-0.302734375,-0.870703125,-0.33203125,-0.234375,0.306640625,0.205078125,0.16015625,-0.08984375
307C_20210909,307C,20210909,9/9/2021,Oat,Under,0.38007481,0.140266024,0.000816551,0.090147225,0.012137729,0.259765625,0.183984375,0.16015625,0.009765625,0.306640625,0.205078125,0.16015625,-0.08984375
308A_20210909,308A,20210909,9/9/2021,Oat,Post,0.336358207,0.009093308,-0.20973195,0.001621739,-0.107792209,-0.291015625,-0.849609375,-0.32421875,-0.306640625,0.306640625,0.205078125,0.16015625,-0.08984375
308B_20210909,308B,20210909,9/9/2021,Oat,Fallow,0.345405426,0.0362428,-0.171621887,0.020361247,-0.08685758,-0.279296875,-0.828515625,-0.31640625,-0.1875,0.306640625,0.205078125,0.16015625,-0.08984375
308C_20210909,308C,20210909,9/9/2021,Oat,Under,0.362476098,0.087466873,-0.089266133,0.055015336,-0.034105991,0.224609375,-0.701953125,0.12890625,-0.107421875,0.306640625,0.205078125,0.16015625,-0.08984375
309A_20210909,309A,20210909,9/9/2021,Oat,Post,0.342822702,0.028485587,-0.181596611,0.016872364,-0.093820948,-0.267578125,-0.786328125,-0.30859375,-0.236328125,0.306640625,0.205078125,0.16015625,-0.08984375
309B_20210909,309B,20210909,9/9/2021,Oat,Fallow,0.356613165,0.069855166,-0.131136547,0.046871063,-0.06888938,0.142578125,-0.744140625,-0.28515625,-0.185546875,0.306640625,0.205078125,0.16015625,-0.08984375
309C_20210909,309C,20210909,9/9/2021,Oat,Under,0.386520064,0.159572851,0.022593396,0.106165018,0.01957904,0.259765625,0.162890625,0.16015625,-0.046875,0.306640625,0.205078125,0.16015625,-0.08984375
310A_20210909,310A,20210909,9/9/2021,Oat,Post,0.34247128,0.027440965,-0.19844969,0.014014924,-0.10566101,-0.279296875,-0.849609375,-0.31640625,-0.3046875,0.306640625,0.205078125,0.16015625,-0.08984375
310B_20210909,310B,20210909,9/9/2021,Oat,Fallow,0.348592341,0.045796914,-0.17288139,0.027599232,-0.091762638,-0.267578125,-0.828515625,-0.31640625,-0.34765625,0.306640625,0.205078125,0.16015625,-0.08984375
310C_20210909,310C,20210909,9/9/2021,Oat,Under,0.383566675,0.15072896,0.021716602,0.098104423,0.031130064,0.248046875,0.141796875,0.14453125,0.017578125,0.306640625,0.205078125,0.16015625,-0.08984375
401A_20210909,401A,20210909,9/9/2021,Oat,Under,0.42282828,0.268510759,0.20883435,0.176795692,0.130059497,0.365234375,0.331640625,0.19921875,0.0625,0.306640625,0.205078125,0.16015625,-0.08984375
401B_20210909,401B,20210909,9/9/2021,Oat,Fallow,0.343765881,0.031322359,-0.186285181,0.018107833,-0.09758812,-0.291015625,-0.849609375,-0.32421875,-0.228515625,0.306640625,0.205078125,0.16015625,-0.08984375
401C_20210909,401C,20210909,9/9/2021,Oat,Post,0.334270262,0.002852981,-0.219130165,-0.00361826,-0.10753715,-0.302734375,-0.849609375,-0.32421875,-0.423828125,0.306640625,0.205078125,0.16015625,-0.08984375
402A_20210909,402A,20210909,9/9/2021,Oat,Under,0.428414493,0.285268797,0.22408507,0.188053978,0.126460685,0.376953125,0.331640625,0.21484375,0.076171875,0.306640625,0.205078125,0.16015625,-0.08984375
402B_20210909,402B,20210909,9/9/2021,Oat,Fallow,0.343394361,0.030198153,-0.19181869,0.015963504,-0.096899211,-0.291015625,-0.828515625,-0.31640625,-0.32421875,0.306640625,0.205078125,0.16015625,-0.08984375
402C_20210909,402C,20210909,9/9/2021,Oat,Post,0.338417015,0.01527154,-0.196886454,0.006046804,-0.099364116,-0.291015625,-0.849609375,-0.32421875,-0.283203125,0.306640625,0.205078125,0.16015625,-0.08984375
403A_20210909,403A,20210909,9/9/2021,Oat,Under,0.409390454,0.228190651,0.136497813,0.150374536,0.084054827,0.294921875,0.226171875,0.18359375,0.06640625,0.306640625,0.205078125,0.16015625,-0.08984375
403B_20210909,403B,20210909,9/9/2021,Oat,Fallow,0.33543058,0.006314646,-0.211421268,-0.00100689,-0.1066395,-0.302734375,-0.849609375,-0.32421875,-0.400390625,0.306640625,0.205078125,0.16015625,-0.08984375
403C_20210909,403C,20210909,9/9/2021,Oat,Post,0.341675136,0.02505193,-0.179457181,0.013877127,-0.089255216,-0.279296875,-0.807421875,-0.31640625,-0.271484375,0.306640625,0.205078125,0.16015625,-0.08984375
404A_20210909,404A,20210909,9/9/2021,Soy,Under,0.387261538,0.161808724,0.024340952,0.107109684,0.018435785,0.318359375,0.226171875,0.16796875,-0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375
404B_20210909,404B,20210909,9/9/2021,Soy,Fallow,0.330940187,-0.00713182,-0.222985625,-0.009743239,-0.105274927,-0.326171875,-0.870703125,-0.34765625,-0.3515625,0.306640625,0.205078125,0.16015625,-0.08984375
404C_20210909,404C,20210909,9/9/2021,Soy,Post,0.337236766,0.011739232,-0.191857992,0.003734085,-0.091998351,-0.291015625,-0.828515625,-0.32421875,-0.359375,0.306640625,0.205078125,0.16015625,-0.08984375
405A_20210909,405A,20210909,9/9/2021,Oat,Under,0.430678985,0.292064684,0.242933839,0.192736661,0.145987991,0.376953125,0.331640625,0.21484375,-0.009765625,0.306640625,0.205078125,0.16015625,-0.08984375
405B_20210909,405B,20210909,9/9/2021,Oat,Fallow,0.332133848,-0.003527929,-0.21333778,-0.008158945,-0.097240761,-0.314453125,-0.849609375,-0.33984375,-0.337890625,0.306640625,0.205078125,0.16015625,-0.08984375
405C_20210909,405C,20210909,9/9/2021,Oat,Post,0.345182289,0.035593884,-0.161180617,0.019866672,-0.070991626,0.189453125,-0.807421875,-0.31640625,-0.18359375,0.306640625,0.205078125,0.16015625,-0.08984375
406A_20210909,406A,20210909,9/9/2021,Oat,Under,0.394943401,0.184848287,0.061007082,0.122390087,0.034859709,0.271484375,0.183984375,0.16796875,0.015625,0.306640625,0.205078125,0.16015625,-0.08984375
406B_20210909,406B,20210909,9/9/2021,Oat,Fallow,0.351027089,0.053115627,-0.14483165,0.030265238,-0.067451888,0.259765625,-0.786328125,-0.30859375,-0.138671875,0.306640625,0.205078125,0.16015625,-0.08984375
406C_20210909,406C,20210909,9/9/2021,Oat,Post,0.344600206,0.033818099,-0.173908577,0.0211987,-0.086342828,-0.279296875,-0.807421875,-0.30859375,-0.236328125,0.306640625,0.205078125,0.16015625,-0.08984375
407A_20210909,407A,20210909,9/9/2021,Oat,Under,0.4085919,0.225819102,0.133610245,0.15089567,0.086538884,0.283203125,0.205078125,0.17578125,0.05859375,0.306640625,0.205078125,0.16015625,-0.08984375
407B_20210909,407B,20210909,9/9/2021,Oat,Fallow,0.343844476,0.031575623,-0.173193509,0.017981999,-0.080963086,-0.291015625,-0.828515625,-0.32421875,-0.162109375,0.306640625,0.205078125,0.16015625,-0.08984375
407C_20210909,407C,20210909,9/9/2021,Oat,Post,0.344272731,0.032856169,-0.175297764,0.018652859,-0.081556171,-0.279296875,-0.807421875,-0.31640625,-0.185546875,0.306640625,0.205078125,0.16015625,-0.08984375
408A_20210909,408A,20210909,9/9/2021,Oat,Under,0.395311549,0.185958156,0.07422232,0.123556995,0.054842422,0.259765625,0.183984375,0.16015625,0.0625,0.306640625,0.205078125,0.16015625,-0.08984375
408B_20210909,408B,20210909,9/9/2021,Oat,Fallow,0.350514069,0.051566319,-0.134258603,0.031810556,-0.062236247,0.201171875,-0.765234375,0.11328125,-0.1640625,0.306640625,0.205078125,0.16015625,-0.08984375
408C_20210909,408C,20210909,9/9/2021,Oat,Post,0.344773251,0.034336631,-0.16145894,0.020374236,-0.080849296,0.189453125,-0.786328125,-0.30859375,-27.671875,0.306640625,0.205078125,0.16015625,-0.08984375
409A_20210909,409A,20210909,9/9/2021,Oat,Under,0.409358606,0.228098724,0.134892745,0.151923259,0.084877275,0.306640625,0.226171875,0.17578125,0.06640625,0.306640625,0.205078125,0.16015625,-0.08984375
409B_20210909,409B,20210909,9/9/2021,Oat,Fallow,0.341986761,0.025988616,-0.188735749,0.01416108,-0.092487999,-0.267578125,-0.807421875,-0.30859375,-0.22265625,0.306640625,0.205078125,0.16015625,-0.08984375
409C_20210909,409C,20210909,9/9/2021,Oat,Post,0.339778747,0.019362765,-0.20097707,0.009502599,-0.103075419,-0.291015625,-0.849609375,-0.32421875,-0.388671875,0.306640625,0.205078125,0.16015625,-0.08984375
410A_20210909,410A,20210909,9/9/2021,Oat,Under,0.383812696,0.151462804,0.034431739,0.101142056,0.042633069,0.248046875,0.162890625,0.15234375,0.0078125,0.306640625,0.205078125,0.16015625,-0.08984375
410B_20210909,410B,20210909,9/9/2021,Oat,Fallow,0.339812853,0.019472919,-0.192812973,0.009218087,-0.092897421,-0.302734375,-0.849609375,-0.33203125,-0.3828125,0.306640625,0.205078125,0.16015625,-0.08984375
410C_20210909,410C,20210909,9/9/2021,Oat,Post,0.33602547,0.008107154,-0.210880533,0.000930197,-0.106246396,-0.302734375,-0.849609375,-0.32421875,-0.388671875,0.306640625,0.205078125,0.16015625,-0.08984375
101A_20210929,101A,20210929,9/29/2021,Oat,Fallow,0.335384435,0.006155717,-0.18091932,0.003278142,-0.081825697,-0.126953125,-0.575390625,-0.23828125,-0.115234375,0.306640625,0.205078125,0.16015625,-0.08984375
101B_20210929,101B,20210929,9/29/2021,Oat,Post,0.346897631,0.040695908,-0.128725313,0.027661901,-0.047184556,0.130859375,0.015234375,0.08984375,-0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375
101C_20210929,101C,20210929,9/29/2021,Oat,Under,0.409461791,0.228385374,0.160907996,0.155744318,0.126666909,0.224609375,0.141796875,0.14453125,0.091796875,0.306640625,0.205078125,0.16015625,-0.08984375
102A_20210929,102A,20210929,9/29/2021,Oat,Fallow,0.341251053,0.023753761,-0.156392081,0.016312776,-0.066751677,-0.021484375,-0.533203125,-0.23046875,-0.1484375,0.306640625,0.205078125,0.16015625,-0.08984375
102B_20210929,102B,20210929,9/29/2021,Oat,Post,0.360379632,0.081140103,-0.086919875,0.056034307,-0.032333515,0.166015625,0.036328125,0.10546875,-0.0546875,0.306640625,0.205078125,0.16015625,-0.08984375
